Stations,1KA102,1KA104,1KA112,1KA107,1KA113,1KA100,1KA103,1KA108,1KA111,1KA106,1KA115,1KA110,1KA109,1KA114,1KA105,9535005,9535006,9536004,9536017,9635012,9636013,9636020,9637045,9637047,9637048,9637052,9637043,9737024,9737026,9738016,9639030,9635002,9637033,9735014,9638028,9737030,9637002,9839005,9836002,9637077,9539016
199510,0,0,0,-99,-99,-99,-99,-99,0,0,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,0.9,-99,468.7,86.4,29.1,12.7,48.5,-99,173.1,-99,163.8,0,76.9,0,31.3,82.9,113.1,31.5,66.8,78.7,133.7
199511,0,0,0,-99,-99,-99,-99,-99,0,0,-99,57.2,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,80.2,0,0,0,0,-99,41.7,-99,117.1,0,0,0,11.2,0,0,0,0,0.6,159.8
199512,16.7,64.9,72.8,-99,-99,-99,-99,-99,143.4,143.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,138,-99,77,10.3,12,44,20.5,-99,-99,-99,62.2,181.7,70.5,96.9,75.3,62.7,86.5,63.9,206.5,73.4,72.2
199601,87,186.5,200.8,-99,-99,-99,-99,-99,173.1,261.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,108.3,37.1,13.9,95.1,143.5,-99,125.4,-99,90,116.3,61.5,182.2,111.4,122.6,176.4,152.2,527.9,105,5.3
199602,215,226.1,153.5,-99,-99,-99,-99,-99,162.3,41.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188,67.9,51.3,112,151.5,-99,235.8,-99,225.8,237.8,175.1,224.1,25.4,238.2,74.8,275.8,477.3,151.5,86.2
199603,198.6,113.7,119.7,-99,-99,-99,-99,-99,60,169.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,279.5,133.1,62.6,132.4,160,-99,190.6,-99,233.1,221.5,86.3,101.3,367.6,370.4,147,135,660.4,127.9,66.3
199604,30.7,89.2,90.4,-99,-99,-99,-99,-99,70.4,187.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,500,216,174,197.8,389.5,-99,402.3,-99,223.2,69.1,169.6,44.8,202.8,234.2,156.8,114.3,420.2,208.5,157
199605,0,1.4,0,-99,-99,-99,-99,-99,5.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,694,62.9,180.4,111.9,131.5,-99,211.6,-99,254.2,0.5,175.2,0.6,217.5,247.4,123.8,185.3,83.8,132,438.2
199606,0,0,0,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7.3,0,0,2.3,8,-99,60.3,-99,11.6,0,3.4,0,1.7,6.6,12.8,0,0,2,18.2
199607,0,0,0,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,20,0,0,0.8,0.5,-99,75.8,-99,14.9,0,6.8,0,3.1,2.4,1.6,37.3,32.8,2.1,30
199608,0,0,0,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,0,0,0,0.5,-99,26.6,-99,13.5,0,3.4,0,1.5,0,0,4.6,0,0,82.7
199609,0,0,0,-99,-99,-99,-99,-99,0.7,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,4,-99,4.5,-99,1.8,0,16,0,0,1.7,14.4,6.7,0,0,30.8
199610,0,18,0,-99,-99,-99,-99,-99,1.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,183.9,0,28.5,8.8,20,-99,58.6,-99,108.1,0,12.5,1.6,138.4,16.3,0,9.1,0,13.6,30.5
199611,0,0.5,0,-99,-99,-99,-99,-99,0.6,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,43.5,10.4,12,29.4,22.5,-99,40.8,-99,78.5,0,8.1,0,50.4,31.4,0,66.8,22.4,25.9,63.5
199612,103.8,48.8,60,-99,-99,-99,-99,-99,106.3,125.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,21.1,16,-99,35.9,-99,12.2,65.2,31.5,32.1,0,20.9,8.3,33.5,168.7,7.6,1.5
199701,139.5,164.5,-99,-99,-99,-99,-99,-99,194.3,212.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,71.2,13.2,17.1,22.3,37,-99,106.6,0,1.7,46.4,78.3,75.7,0.4,106.3,39.5,51.9,158.4,18.8,0
199702,96.3,130.4,-99,-99,-99,-99,-99,-99,75.3,113.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,27,23.6,7.1,37.3,114.5,-99,9.2,9.3,0.3,82.5,82.9,176.7,28.4,155.9,38.4,53.5,159.5,55.6,1.7
199703,52.3,79.9,2.5,-99,-99,-99,-99,-99,35.4,46.4,-99,58.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,588.9,162.8,58.7,137.9,178.5,-99,414.6,286,282.8,22,151.1,29.6,292.4,412.1,159.1,561.8,485.7,152.2,99.4
199704,52.6,107.7,-99,-99,-99,-99,-99,-99,80.8,59.9,-99,79.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,508.1,169.3,216.1,245.2,199.5,-99,293.3,72.4,167.7,32.7,214.7,74.7,146.1,289.1,253.6,82.4,557,240.5,291.3
199705,0,43.8,-99,-99,-99,-99,-99,-99,36.4,0,-99,16.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,163.8,46.7,58.9,47,85,-99,77.3,-99,117.4,52.6,28.1,67.2,104.5,141.6,48.1,31.6,24.9,37.3,177.2
199706,0,0,0,-99,-99,-99,-99,-99,0,1.2,-99,6.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,371.4,0,103.7,31.3,60,-99,123.5,53.3,154.2,0,55.8,0.5,89.5,52.7,56,31.5,149.2,39.3,128.6
199707,0,0,0,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,25.2,0,33.3,9.7,4,-99,-99,0,5.6,0,1.3,0,1.1,16.4,1.6,5.5,16.3,9.8,13.7
199708,0,0,0,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,71,10.2,7.1,0.7,9,-99,32.5,8.3,6.1,0,50.9,0,3.6,2.6,-99,0,0,2,57.3
199709,0,0,0,-99,-99,-99,-99,-99,0,0,-99,1.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,0,0,0,0.5,-99,1.2,0,2.6,0,3.8,0,2.6,2.5,1.3,14,20.2,0.9,36.7
199710,0,6.7,0,-99,-99,-99,-99,-99,0,11.9,-99,21.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,547.8,98.6,111.1,63.6,163.5,-99,211,39,250.8,1,81.2,1.1,275.6,196,111.4,56.4,110.9,83.6,814
199711,51.7,129.9,109.8,-99,-99,-99,-99,-99,71.6,95.9,-99,111.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,327.4,83.8,32.6,86.6,182.5,-99,169.9,69.4,152,92.3,168,56.4,141.2,98.4,124.9,107.2,-99,103.9,260.7
199712,-99,347.2,236.4,-99,-99,-99,-99,-99,188.2,296.3,-99,417.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,502.4,310.1,185.1,220.5,382,-99,-99,141.3,231,433.6,716.3,291.3,233.3,601,711.4,365.7,-99,242.3,82.4
199801,218.4,268.9,162,-99,-99,-99,-99,-99,217.2,168.2,-99,271.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,371.7,229.4,208.6,161.2,281.5,-99,-99,104,107.3,206.3,297.4,206,74.1,219.7,289.5,204.1,-99,226.8,183.5
199802,216.9,191.7,247.9,-99,-99,-99,-99,-99,313,214.1,-99,188.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,267.1,47.3,135.7,196,309,-99,357.1,56.4,123.7,73.3,126.4,163.6,85.4,217.3,185.5,164.2,-99,233.1,103.4
199803,111.5,50.6,82.7,-99,-99,-99,-99,-99,146.7,164.4,-99,153.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,237.6,84.9,279.1,88,58.5,-99,229.6,34.6,155.2,15.8,170.5,91.1,77.8,373.2,194.3,366.4,-99,114.8,140.4
199804,87,105.2,43.3,-99,-99,-99,-99,-99,155.5,87.1,-99,228.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,772.8,324.1,295.8,213.9,282.6,-99,291.2,-99,319.9,100.6,201.3,108,169.3,390.7,286.6,231,-99,216.8,564.5
199805,0,22,1.8,-99,-99,-99,-99,-99,1.2,14.6,-99,53.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,242.5,16.3,68.1,40.5,33,-99,144.2,-99,161.6,11.7,122.4,98.9,185.8,51.3,47,60.7,-99,47.9,223.6
199806,0,0,0,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,97,0,39.2,19.5,7,-99,27.5,-99,29.9,0,15.1,0,9.3,1,20,0,-99,26.8,58.1
199807,0,0,0,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,37,0,0,0,0.5,-99,8,-99,2.4,0,1,0,2,30.2,2.4,6.6,-99,4.4,55.6
199808,0,0,0,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,81,8.1,43.5,1.4,2.5,-99,37.6,-99,5,0,32.8,0,1.5,17.2,47.4,6.3,-99,9.9,23.3
199809,0,0,0,-99,-99,-99,-99,-99,5.7,0,-99,3.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,121.6,0,21.1,0.5,6.5,-99,42.6,18.9,68,0,43.8,0,32.5,43.3,49.2,40.5,-99,7.6,80.3
199810,0,0,0,3.1,2.6,-99,-99,-99,0.6,0,-99,25.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,51.1,17.6,14.2,10.9,18,-99,39.7,17.9,58.5,0,9.8,0,71.6,6.4,9,25.4,-99,8.2,35.4
199811,25.4,8.2,0,21.7,17.6,-99,-99,-99,3.2,31.8,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,44.1,0,47,3.5,3.5,-99,33.6,23.3,105.7,0.7,0,0.5,67.1,9.5,-99,15.1,-99,9.9,115.4
199812,-99,78.7,1.1,27,81.8,-99,-99,-99,9.7,17.8,-99,58.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,21,0,0,-99,11.8,0,0,7,0,30.1,1.2,21.7,2.6,22.7,-99,2,11.9
199901,120.4,158.9,193.5,79,220.7,-99,-99,-99,53.8,116.6,-99,336,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,109.8,22.8,93,52.6,204,-99,52.7,-99,30.1,142,59.8,116.2,70.3,112.8,73.1,105.5,-99,116.1,5.5
199902,72.5,103.2,29.2,65,189.3,-99,-99,-99,93.4,104,-99,39.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,104,49.9,72,10.1,6,-99,48.1,-99,108.9,49.9,184.3,94.3,25.2,22.9,205.1,98.5,-99,29,8.8
199903,189.5,286.3,276.4,223.4,310.2,-99,-99,-99,189.1,295.9,-99,139.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,688.5,178,321,138.7,167,-99,-99,-99,222.1,223.9,299.1,185.8,130.5,353.1,285.9,158.6,-99,186.3,209.8
199904,41.2,47.3,28,47.6,134.2,-99,-99,-99,57.9,90,-99,228.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,454.3,118.7,327,179.1,213.5,-99,-99,-99,258.9,73.1,408.6,37.6,254.9,390.2,345.2,295.8,-99,200.7,252.8
199905,0,0,0,16,23.7,-99,-99,-99,28.1,1.5,-99,8.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,377.1,43.6,195,79.9,80.5,-99,-99,-99,143.4,0.1,31.7,0,136.8,85.6,57.7,72.5,-99,95.3,267.3
199906,0,0,0,0,5.7,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,202,17.3,74,17.3,26,-99,-99,-99,81.8,0,12.9,1,59.4,22.3,19.4,47.1,-99,26.8,149.4
199907,0,0,0,0,0,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,225.5,22.4,123,19.1,26.5,-99,-99,-99,60.1,0,7.3,0,15.5,10.5,9.9,0.4,-99,38.7,106.8
199908,2.9,1.8,0,0.1,20.4,-99,-99,-99,0,1.2,-99,22.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,124,4.2,81,15.2,5.5,-99,-99,-99,20.4,0,31.9,0,13.4,97.1,77.6,9.4,-99,21.3,110.1
199909,0,0,0,16.5,7.2,-99,-99,-99,0,0,-99,4.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,124.1,4.3,5,10.3,6.5,-99,-99,-99,13.5,0,32.3,0,4.1,28.6,14.1,24.4,-99,16.1,60.1
199910,0,0,0,7.8,9.2,-99,-99,-99,0,0,-99,7.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,83,32,28,4.4,17.5,-99,-99,-99,27.2,0,75,0,14.5,10.4,37,0,-99,11.5,71.3
199911,6.6,4.3,1,-99,33.6,-99,-99,-99,5.9,7.8,-99,29.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,279.1,72.2,178,27.2,55,-99,-99,-99,115,0,30.5,1,96.1,44.9,59.7,58,-99,35.7,102.7
199912,61.1,61.6,64.6,-99,50,-99,-99,-99,62.5,100.5,-99,84,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,247.7,164.3,171,69.8,131.5,-99,-99,-99,173.8,114.8,129.4,70.5,104.5,128.7,137,111.1,-99,60.9,8.6
200001,108.2,84.4,9,128.7,126.6,-99,-99,-99,64,95.8,-99,88.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,72.6,15.3,46,36.6,72,-99,23.1,-99,1.8,113.5,126.8,97.8,16.7,246.8,136.5,9.7,-99,68.8,0
200002,118.7,101.7,92.3,48.8,210.5,-99,-99,-99,44,84.6,-99,163.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,89,0,62,39.9,30,-99,65.5,-99,3.5,87.1,55.6,58.1,7.4,103.5,120,54.8,-99,37.9,0
200003,169.9,88.6,0,94,189.6,-99,-99,-99,138,115,-99,205.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,341.7,293.9,290,218.7,186,-99,301.8,-99,169.9,179.1,131.8,87.8,159.4,331.3,184.7,269.2,-99,207.4,112.2
200004,40.6,75.2,62,48.3,107.8,-99,-99,-99,20.3,41.8,-99,78.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,314,137,230,186.7,168.5,-99,302.5,-99,222.1,26,67.7,50.7,169.9,-99,91.6,83,-99,110.6,182.4
200005,0,0.1,0,0.4,21.6,-99,-99,-99,0,0,-99,25.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,373.2,49.4,96,29.6,40,-99,186,-99,47.6,0.4,67,58.1,52.6,195.9,65.2,126,-99,32.5,184.3
200006,0,0,0,0.1,2.2,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,163.1,0,95,57.1,30.5,-99,100.1,-99,126.9,0,32.1,0,71.9,25.8,17.6,2.2,-99,47.8,266.1
200007,0,0,0,0.4,0.1,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,33.7,10.2,35,1,0,-99,20.5,-99,29.6,0,12.1,0,14.6,11,19.8,1.4,-99,5.2,71.9
200008,0,1.2,0,0.2,0,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,118.8,0,52,11.4,7,-99,118.9,-99,31.1,0,17.2,0,9.7,13.1,12,2.3,-99,17.2,44.1
200009,0,0,0,0.3,0.2,-99,-99,-99,0,0,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18.6,0,0,0,0.5,-99,23,-99,3.2,0,10.6,0,2.3,7.6,0,8.8,-99,4.1,33.8
200010,0,0,0,0.2,2.7,-99,-99,-99,0,0,-99,63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,0,15,0,0,-99,0,-99,6.2,0,0,41.9,0,0,0,4.5,-99,0,46.9
200011,122.2,170.8,87.5,67.1,141.5,-99,-99,-99,86.4,99,-99,159.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,256.3,57.7,107,67.2,142,-99,264.1,-99,79.2,60.7,71.1,157.1,175.8,198,0,229.8,-99,49.4,114.2
200012,218.9,149.5,156.7,164.9,291.6,-99,-99,-99,167.5,404.8,-99,231.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,329.5,99.9,261,170.9,226.5,-99,420.9,-99,214.2,275.2,143.9,89.9,121.4,355.2,87.6,233.8,-99,208.4,44.9
200101,252.4,250.5,127.9,-99,177,-99,-99,-99,298.5,206.2,-99,330.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,249.2,163.7,168,102.7,210,-99,334.3,76.2,64.5,312.5,129.9,164.7,114.2,-99,144.9,137.2,752.4,104.3,39.1
200102,80.2,141.8,95,-99,199.5,-99,-99,-99,83.9,108,-99,146.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,273.3,62,80,93.1,80.5,-99,8.9,44,71.3,45.4,68.3,97.4,59.4,-99,121.8,109.1,522.6,99,28.5
200103,-99,120.1,69.3,-99,162.1,-99,-99,-99,50.3,82.9,-99,123.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,206.2,89.3,277,109,123,-99,146.9,83.4,139,47,117.7,72.6,205.4,183.5,67.7,196.8,424.6,172.5,53.4
200104,17.4,48.7,43.5,-99,89.6,-99,-99,-99,88,30.5,-99,120.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,581.7,220.7,462,190.5,245,-99,234.4,91.5,296.7,85.4,201,33.6,294.9,418.6,114.6,157,-99,224.6,157.7
200105,5.7,10.5,0,-99,29.3,-99,-99,-99,0,1.2,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,416.2,72,158,97.8,106.5,-99,281.4,71.9,162.5,0,80.9,6,110,217.3,95.4,41.1,-99,90.4,204.8
200106,0,0,0,-99,0,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,75,23.7,22,3.4,9.5,-99,-99,53.3,14,0,21.9,0,11.6,29,5.1,20.9,-99,4.6,122.6
200107,0,0,0,-99,1.4,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,16.4,0,12,3,34,-99,-99,0,19.6,0,9.4,0,0.6,10.6,5.1,18.3,-99,5.8,17.1
200108,0,0,0,-99,0.3,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,4,-99,-99,0,3.9,0,0,0,4.5,0,2,0,-99,0,25
200109,0,0,0,-99,4.6,-99,-99,-99,0,2.3,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,0,0,0,0,-99,-99,26.1,5,0,0,4.2,0.2,-99,0,3.1,-99,0,7.2
200110,0,0,0,-99,0.1,-99,-99,-99,0,0,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,27.7,0,12,6.2,0.5,-99,7,27.1,6.7,0,0,0,7.4,0,0,8.4,-99,11.1,24.3
200111,3,13.4,0,-99,7,-99,-99,-99,1.1,7,-99,42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,44.3,10.3,0,0,0,-99,0,25.8,15.5,0,-99,4.4,2.2,0,0,9,-99,0,57.9
200112,181.1,178.1,105.8,-99,173.6,-99,-99,-99,93.6,122.8,-99,283.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.5,33.9,102,50.4,70,-99,240.7,36.4,82.2,103,-99,229.2,54.2,-99,257.5,91.1,-99,71.7,76.3
200201,284.9,189.9,204.8,-99,100.5,-99,-99,-99,175.3,172.9,-99,245.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,148.1,77,84,111.2,193.5,-99,229.4,25,81.9,255.8,268.9,168.7,103.9,293.7,210.8,200.4,428.9,35.6,41.8
200202,225.4,136,73,-99,200.2,-99,-99,-99,182.7,190.3,-99,189.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,74.1,139.9,66,80.7,126,-99,199.8,55.8,83.5,97.6,86.8,92,60,188.5,121.8,182.9,289.8,116.8,23.5
200203,138.7,235,142.9,-99,271.9,-99,-99,-99,176.6,78.9,-99,254,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,379.7,99.7,286,229.5,171.5,-99,788,14.3,197.2,71.3,305.9,178,257.3,-99,186.1,-99,819,187.4,94.3
200204,14.1,27.4,-99,-99,152.9,-99,-99,-99,48.1,26.7,-99,89.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1397.9,227.5,507,252.7,416.5,-99,-99,0.7,569.4,4.6,328.7,20.1,422.6,376.5,335.1,422.7,673.1,264.6,312.6
200205,3.3,0,-99,-99,5.2,-99,-99,-99,1.2,0,-99,6.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,68.5,40.9,57,16.1,22.5,-99,-99,1.5,30.1,2.5,30.2,3.8,22.9,31.1,15.7,28,0,24.6,160.5
200206,0,0,-99,-99,1.1,-99,-99,-99,6.9,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,-99,-99,6.7,7,0,0,0,15,17.3,0,41,55.6,1.1,16.7
200207,0,0,-99,-99,1.9,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,19.8,0,0,4.4,10.5,-99,9.3,33.2,32.1,0,1.6,0,23.3,23.5,10.2,1.7,14.5,4.9,47.8
200208,0,0,0,-99,4.9,-99,-99,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,160.1,8.3,12,3.7,15.5,-99,67.5,2.3,95.4,0,14.6,0,64.4,6.3,39.9,9.4,0,8.7,143.8
200209,0,0,0,-99,5.6,-99,-99,-99,0,0,-99,1.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,260,7.3,50,16.4,29,-99,83.1,0,30.2,0,31.1,0,21.7,31.9,26,36.8,0,13.6,168.9
200210,0,0,0.5,-99,0.6,-99,-99,-99,0,0,-99,13.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,273.2,28.7,131,52.5,56.5,-99,133.5,0.3,51.8,1.5,40.4,0,72.5,65.7,60.5,0,42.7,75.9,205.6
200211,0,0,48,-99,92.4,-99,-99,-99,4.8,13.9,-99,235,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,93.5,43.1,155,82.1,7.5,-99,137.9,130.6,98.9,0,46.2,4.4,69.3,64.8,50.4,-99,335.3,60.5,144.2
200212,83,132,285.5,-99,130.7,-99,-99,-99,198.6,196.7,-99,151.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,272.4,64.7,167,141.6,95,-99,146.3,127.1,112.5,187.5,159.6,141.4,145.6,204.9,102.4,321.1,523.9,157.1,159.2
200301,89.6,198.1,167.8,-99,-99,-99,-99,-99,178.8,142.4,-99,192.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,64.3,84.3,32,133.5,155,-99,130.3,175.7,20.1,90.4,141.5,156.9,10.5,147.6,40.7,43.5,408.9,63,0.6
200302,39.9,104.3,97.1,-99,-99,-99,-99,-99,40.8,78.8,-99,105.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,114.5,35.6,24,30,89.5,-99,135,61.6,22.2,68.2,57.5,109.6,2.2,312.6,89.6,-99,298.4,25.9,0
200303,101.9,66,41.4,-99,0,-99,-99,-99,64.4,185.4,-99,163.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,207.5,108,164,129.2,266.5,-99,172,158.1,122.4,51.9,189.4,58.1,41.7,263.2,175,22.7,280.7,162.3,6.1
200304,119.4,26,48.3,-99,161,-99,-99,-99,36.9,33.3,-99,123.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.9,65.3,118,43.6,52.5,-99,356.2,121.9,13.7,7.7,79.3,44,40.7,231.9,22.2,82.2,339.8,54.5,43.2
200305,0,19.3,3,-99,6.8,-99,-99,-99,4.9,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,247.5,8.4,123,46.2,93.4,-99,86.5,142.6,130.8,17.8,95.1,14.3,90.5,74.2,93.1,18.9,111.9,51.2,285.8
